Age,LDTAcc,RT,AttentionCheck,AgeOfMachine,TrialN,ProbeType,ProbePosition,SubjectType,SubjectFreq,SubjectLength,Browser,ProbeFrequency,ProbeCosine,ProbeWord,HasCheck,StimType,StimID,ReadingTime,Condition,OS,fullSentence,TimeTaken,Participant
25,1,630.5,0,1,62,UNREL,AFTER-V,DNP,2.761427779,7,Chrome,4.205675385,0.042865261,RADAR,0,experimental,34,1085,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the caterer certainly should have amended the wording, claims The Times.",65.16666666666667,1
25,1,658.1,0,1,63,REL,AFTER-V,QNP,4.042783642,7,Chrome,4.255257406,0.647438362,BRICK,0,experimental,9,1068.6,QNP-REL-AFTER-V,Win32,"Given the change in the law, every builder certainly should have filed the report, reports The BBC.",65.16666666666667,1
25,1,699.8,0,1,64,NONCE,AFTER-V,QNP,4.870998895,7,Chrome,NA,NA,DINTH,0,experimental,13,951.0999999999999,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every teacher definitely should have rejected the deal, suggests The Telegraph.",65.16666666666667,1
25,1,652.9000000000001,1,1,65,REL,AFTER-VP,DNP,3.331052745,7,Chrome,4.789408745,0.686182952,BIRTH,1,experimental,14,1569.1,DNP-REL-AFTER-VP,Win32,"Given the change in the law, the midwife clearly should have taken the initiative, suggests The Sun.",65.16666666666667,1
25,1,817.2,0,1,66,UNREL,AFTER-VP,QNP,3.316655402,8,Chrome,3.339578962,0.068335277,COMMA,0,experimental,5,1418.6000000000001,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every importer certainly should have returned the paperwork, reports The Independent.",65.16666666666667,1
25,1,939.9,0,1,71,UNREL,AFTER-VP,QNP,2.935126552,6,Chrome,3.642666662,0.032653466,BUNNY,0,experimental,29,1452,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every funder obviously should have released the document, claims The Independent.",65.16666666666667,1
25,1,799.4,1,1,76,UNREL,AFTER-VP,QNP,3.827345184,7,Chrome,3.750050502,0.118541471,GOOSE,1,experimental,53,1302.6,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every dentist certainly should have asked the question, says The Independent.",65.16666666666667,1
25,1,571.2,1,1,79,NONCE,AFTER-VP,DNP,3.927682114,9,Chrome,NA,NA,PLOBS,1,experimental,6,1351.5,DNP-NONCE-AFTER-VP,Win32,"Given the change in the law, the performer obviously should have signed the petition, reports The Guardian.",65.16666666666667,1
25,1,632.1999999999999,0,1,81,REL,AFTER-VP,QNP,3.484128918,6,Chrome,4.713931387,0.821285068,HORSE,0,experimental,15,1318.7,QNP-REL-AFTER-VP,Win32,"Given the change in the law, every jockey obviously should have abandoned the practice, suggests The BBC.",65.16666666666667,1
25,1,712.0999999999999,0,1,82,UNREL,AFTER-V,QNP,3.223196377,7,Chrome,4.171446442,0.118019216,DRILL,0,experimental,47,934.9,QNP-UNREL-AFTER-V,Win32,"Given the change in the law, every stylist certainly should have read the guidance, mentions The Independent.",65.16666666666667,1
25,1,733.3,1,1,83,UNREL,AFTER-V,DNP,5.075778593,7,Chrome,3.413519289,0.055355864,STUMP,1,experimental,10,868.3,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the manager obviously should have refuted the rise, reports The Times.",65.16666666666667,1
25,1,701.7,0,1,86,UNREL,AFTER-VP,DNP,3.571960851,11,Chrome,4.74479794,0.069182129,INDEX,0,experimental,28,1519,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the broadcaster definitely should have rectified the situation, claims The Times.",65.16666666666667,1
25,1,604.5,0,1,87,REL,AFTER-V,DNP,3.603458685,5,Chrome,4.976780877,0.546862958,FIGHT,0,experimental,8,901.4,DNP-REL-AFTER-V,Win32,"Given the change in the law, the boxer clearly should have informed the association, reports The Sun.",65.16666666666667,1
25,1,634.4,0,1,88,UNREL,AFTER-VP,QNP,3.590390365,7,Chrome,4.062863781,0.121592092,VINYL,0,experimental,17,1684.8000000000002,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every butcher definitely should have retained the receipt, suggests The Independent.",65.16666666666667,1
25,1,737.3,0,1,89,UNREL,AFTER-VP,DNP,3.506495478,6,Chrome,4.416076472,0.282091996,GLOBE,0,experimental,52,1568.2,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the brewer clearly should have warned the supplier, says The Times.",65.16666666666667,1
25,1,616.5,0,1,90,UNREL,AFTER-V,QNP,3.563555912,8,Chrome,3.954710348,0.06281869,PATIO,0,experimental,59,851.4000000000001,QNP-UNREL-AFTER-V,Win32,"Given the change in the law, every commuter definitely should have reported the matter, says The Independent.",65.16666666666667,1
25,1,887.5999999999999,0,1,92,UNREL,AFTER-V,DNP,3.651952199,6,Chrome,4.189781038,0.169582503,TRIBE,0,experimental,22,913.2,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the barber clearly should have heeded the advice, suggests The Times.",65.16666666666667,1
25,1,545.6,1,1,94,REL,AFTER-V,QNP,2.459390987,7,Chrome,4.20061812,0.241572992,DAIRY,1,experimental,57,900.8000000000001,QNP-REL-AFTER-V,Win32,"Given the change in the law, every milkman certainly should have involved the union, says The BBC.",65.16666666666667,1
25,1,809.6,0,1,95,NONCE,AFTER-V,QNP,3.96226586,7,Chrome,NA,NA,GARGE,0,experimental,25,952.2,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every athlete obviously should have declared the affiliation, claims The Telegraph.",65.16666666666667,1
25,1,607.1999999999999,0,1,96,UNREL,AFTER-V,QNP,3.583221526,11,Chrome,4.517884107,0.190464999,LOGIC,0,experimental,35,907.5,QNP-UNREL-AFTER-V,Win32,"Given the change in the law, every commentator clearly should have condoned the sanction, claims The Independent.",65.16666666666667,1
25,1,706.0999999999999,0,1,97,NONCE,AFTER-VP,DNP,4.33783738,9,Chrome,NA,NA,GRULT,0,experimental,30,1336.3,DNP-NONCE-AFTER-VP,Win32,"Given the change in the law, the publisher certainly should have defined the term, claims The Guardian.",65.16666666666667,1
25,1,706,0,1,99,NONCE,AFTER-V,QNP,3.659160937,8,Chrome,NA,NA,SWEFT,0,experimental,49,840.8,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every examiner certainly should have enforced the rule, says The Telegraph.",65.16666666666667,1
25,1,706.5,0,1,101,REL,AFTER-VP,DNP,4.104575844,10,Chrome,5.35027968,0.643797235,PARTY,0,experimental,2,1475.4,DNP-REL-AFTER-VP,Win32,"Given the change in the law, the politician obviously should have upheld the change, reports The Sun.",65.16666666666667,1
25,1,726.3,0,1,108,NONCE,AFTER-VP,QNP,3.001120593,6,Chrome,NA,NA,WROSH,0,experimental,43,1408.6000000000001,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every grocer certainly should have vetoed the proposal, mentions The Telegraph.",65.16666666666667,1
25,1,571.9,0,1,110,NONCE,AFTER-V,DNP,4.78505379,8,Chrome,NA,NA,GLIPS,0,experimental,24,1408.1999999999998,DNP-NONCE-AFTER-V,Win32,"Given the change in the law, the graduate certainly should have contacted the council, suggests The Guardian.",65.16666666666667,1
25,1,901.5,0,1,113,NONCE,AFTER-VP,DNP,5.617442386,7,Chrome,NA,NA,STRUG,0,experimental,42,1440.9,DNP-NONCE-AFTER-VP,Win32,"Given the change in the law, the company definitely should have announced the appointment, mentions The Guardian.",65.16666666666667,1
25,1,1367.6999999999998,0,1,115,REL,AFTER-VP,QNP,3.784228166,8,Chrome,4.550270351,0.656811439,WHEEL,0,experimental,39,1424.5,QNP-REL-AFTER-VP,Win32,"Given the change in the law, every mechanic certainly should have destroyed the data, mentions The BBC.",65.16666666666667,1
25,1,692.8,0,1,116,REL,AFTER-VP,DNP,3.485497116,5,Chrome,4.909946679,0.387246038,FAITH,0,experimental,26,1302.2,DNP-REL-AFTER-VP,Win32,"Given the change in the law, the vicar certainly should have obeyed the decision, claims The Sun.",65.16666666666667,1
25,1,951.8,0,1,117,NONCE,AFTER-VP,QNP,3.496627781,10,Chrome,NA,NA,JESKS,0,experimental,19,1752.8999999999999,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every advertiser obviously should have accepted the blame, suggests The Telegraph.",65.16666666666667,1
25,1,584.7,0,1,118,REL,AFTER-V,DNP,4.189108375,6,Chrome,5.35321928,0.284884024,FIELD,0,experimental,32,956.0999999999999,DNP-REL-AFTER-V,Win32,"Given the change in the law, the farmer definitely should have condemned the behaviour, claims The Sun.",65.16666666666667,1
25,1,651.1,1,1,119,UNREL,AFTER-V,QNP,2.794650654,7,Chrome,3.875248254,0.16601469,VENUS,1,experimental,23,907.5999999999999,QNP-UNREL-AFTER-V,Win32,"Given the change in the law, every trucker obviously should have notified the firm, suggests The Independent.",65.16666666666667,1
27,1,1744.1,0,4,1,REL,AFTER-V,QNP,4.78505379,8,Chrome,4.668647528,0.229238232,ESSAY,0,experimental,24,2101.9,QNP-REL-AFTER-V,Win32,"Given the change in the law, every graduate certainly should have contacted the council, suggests The Guardian.",21.016666666666666,2
27,1,1205.5,0,4,3,UNREL,AFTER-V,QNP,3.671694735,6,Chrome,3.984588569,0.119944522,ABBEY,0,experimental,38,1601,QNP-UNREL-AFTER-V,Win32,"Given the change in the law, every sailor definitely should have known the risk, mentions The Sun.",21.016666666666666,2
27,1,1451.8,0,4,5,UNREL,AFTER-VP,DNP,4.141850119,8,Chrome,3.39835149,0.049636608,SLANG,0,experimental,7,2187.7,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the investor definitely should have updated the protocol, reports The Telegraph.",21.016666666666666,2
27,1,1284.1,0,4,6,UNREL,AFTER-V,DNP,4.870998895,7,Chrome,4.138893633,0.046719131,OLIVE,0,experimental,13,1620.8,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the teacher definitely should have rejected the deal, suggests The Telegraph.",21.016666666666666,2
27,1,1084,0,4,8,UNREL,AFTER-VP,DNP,4.216284055,12,Chrome,4.938331983,0.110552167,YOUTH,0,experimental,31,2468.1000000000004,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the photographer clearly should have cancelled the subscription, claims The Telegraph.",21.016666666666666,2
27,1,1567.8000000000002,0,4,11,NONCE,AFTER-V,DNP,3.784228166,8,Chrome,NA,NA,KNARN,0,experimental,39,1167.7,DNP-NONCE-AFTER-V,Win32,"Given the change in the law, the mechanic certainly should have destroyed the data, mentions The BBC.",21.016666666666666,2
27,1,1267.7,0,4,12,UNREL,AFTER-V,DNP,3.499480888,9,Chrome,3.900709192,0.110577655,SALON,0,experimental,37,1400.6000000000001,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the biologist clearly should have replaced the equipment, mentions The Telegraph.",21.016666666666666,2
27,1,891.5999999999999,1,4,13,REL,AFTER-VP,QNP,3.927682114,9,Chrome,5.108336861,0.581022535,STAGE,1,experimental,6,2487.2999999999997,QNP-REL-AFTER-VP,Win32,"Given the change in the law, every performer obviously should have signed the petition, reports The Guardian.",21.016666666666666,2
27,1,1317.6000000000001,0,4,14,NONCE,AFTER-V,QNP,3.296803811,9,Chrome,NA,NA,WRUNK,1,experimental,40,1451,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every informant obviously should have examined the contract, mentions The Times.",21.016666666666666,2
27,1,1996.8,0,4,16,UNREL,AFTER-V,DNP,3.96226586,7,Chrome,3.755853299,0.012195619,MODEM,0,experimental,25,981.1,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the athlete obviously should have declared the affiliation, claims The Telegraph.",21.016666666666666,2
27,1,966.5,0,4,17,REL,AFTER-VP,DNP,3.316655402,8,Chrome,5.154909161,0.538092297,TRADE,0,experimental,5,2287.5,DNP-REL-AFTER-VP,Win32,"Given the change in the law, the importer certainly should have returned the paperwork, reports The Independent.",21.016666666666666,2
27,1,938.8,0,4,20,REL,AFTER-V,DNP,3.223196377,7,Chrome,5.311004219,0.31482591,MODEL,0,experimental,47,1400.1999999999998,DNP-REL-AFTER-V,Win32,"Given the change in the law, the stylist certainly should have read the guidance, mentions The Independent.",21.016666666666666,2
27,1,900.8000000000001,1,4,22,REL,AFTER-V,QNP,4.223689768,7,Chrome,4.176312386,0.141363369,GRAPH,1,experimental,48,953.5,QNP-REL-AFTER-V,Win32,"Given the change in the law, every analyst obviously should have acknowledged the failing, mentions The Guardian.",21.016666666666666,2
27,1,806.3000000000001,1,4,24,REL,AFTER-V,QNP,3.147773871,9,Chrome,5.105996143,0.229315858,BLOOD,1,experimental,36,1437.4,QNP-REL-AFTER-V,Win32,"Given the change in the law, every paramedic definitely should have joined the protest, claims The Guardian.",21.016666666666666,2
27,1,894,0,4,25,UNREL,AFTER-V,DNP,3.659160937,8,Chrome,4.273577104,0.146049347,ALARM,0,experimental,49,1087.3,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the examiner certainly should have enforced the rule, says The Telegraph.",21.016666666666666,2
27,1,911,0,4,26,NONCE,AFTER-VP,QNP,3.681799882,10,Chrome,NA,NA,GNISP,0,experimental,46,1667.6,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every footballer definitely should have told the truth, mentions The Times.",21.016666666666666,2
27,1,997.1999999999999,0,4,27,NONCE,AFTER-V,QNP,3.571960851,11,Chrome,NA,NA,SWILK,0,experimental,28,1400.8,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every broadcaster definitely should have rectified the situation, claims The Times.",21.016666666666666,2
27,1,1017.8000000000001,0,4,28,REL,AFTER-V,DNP,4.382518198,9,Chrome,4.578922163,0.297423709,PLANE,0,experimental,11,1034.3,DNP-REL-AFTER-V,Win32,"Given the change in the law, the passenger definitely should have demanded the refund, reports The Independent.",21.016666666666666,2
27,1,875.1,0,4,29,NONCE,AFTER-VP,DNP,4.042783642,7,Chrome,NA,NA,LORKS,0,experimental,9,2087.7,DNP-NONCE-AFTER-VP,Win32,"Given the change in the law, the builder certainly should have filed the report, reports The BBC.",21.016666666666666,2
27,1,949.4,0,4,33,REL,AFTER-V,DNP,3.563555912,8,Chrome,4.884322105,0.704060439,TRAIN,0,experimental,59,1269.7,DNP-REL-AFTER-V,Win32,"Given the change in the law, the commuter definitely should have reported the matter, says The Independent.",21.016666666666666,2
27,1,867.1999999999999,0,4,34,NONCE,AFTER-VP,QNP,4.510372539,8,Chrome,NA,NA,GLAFT,0,experimental,58,2087,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every producer obviously should have addressed the inequality, says The Times.",21.016666666666666,2
27,1,1100,1,4,36,REL,AFTER-V,QNP,2.442833304,8,Chrome,4.677271228,0.469866532,GUEST,1,experimental,60,1067,QNP-REL-AFTER-V,Win32,"Given the change in the law, every hotelier clearly should have made the transition, says The Guardian.",21.016666666666666,2
27,1,1490.3,0,4,38,NONCE,AFTER-VP,DNP,3.407217937,7,Chrome,NA,NA,SONGE,0,experimental,21,1670.9,DNP-NONCE-AFTER-VP,Win32,"Given the change in the law, the plumber definitely should have renewed the insurance, suggests The BBC.",21.016666666666666,2
27,1,1216.5,0,4,40,REL,AFTER-VP,QNP,5.617442386,7,Chrome,5.350430177,0.291918533,BOARD,0,experimental,42,1254.3,QNP-REL-AFTER-VP,Win32,"Given the change in the law, every company definitely should have announced the appointment, mentions The Guardian.",21.016666666666666,2
27,1,1118.6000000000001,1,4,41,NONCE,AFTER-V,DNP,4.064504628,7,Chrome,NA,NA,PANCH,1,experimental,27,867.1999999999999,DNP-NONCE-AFTER-V,Win32,"Given the change in the law, the cleaner clearly should have discarded the item, claims The BBC.",21.016666666666666,2
27,1,1200.1,0,4,42,UNREL,AFTER-VP,DNP,3.001120593,6,Chrome,3.930647709,0.092758339,TUTOR,0,experimental,43,1400.7,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the grocer certainly should have vetoed the proposal, mentions The Telegraph.",21.016666666666666,2
27,1,749.4,0,4,44,NONCE,AFTER-V,DNP,5.294762043,8,Chrome,NA,NA,GLUSK,0,experimental,3,1200.8000000000002,DNP-NONCE-AFTER-V,Win32,"Given the change in the law, the director definitely should have reconsidered the offer, reports The BBC.",21.016666666666666,2
27,1,848.0999999999999,0,4,45,REL,AFTER-VP,QNP,5.005747312,9,Chrome,4.515522967,0.125759944,BONUS,0,experimental,18,1467.3,QNP-REL-AFTER-VP,Win32,"Given the change in the law, every executive clearly should have paid the fine, suggests The Guardian.",21.016666666666666,2
27,1,1217.4,0,4,51,NONCE,AFTER-V,QNP,3.087558969,8,Chrome,NA,NA,JULTS,0,experimental,16,1067.3,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every motorist certainly should have received the letter, suggests The Times.",21.016666666666666,2
27,1,1069,1,4,55,UNREL,AFTER-VP,QNP,4.166816978,8,Chrome,3.894766559,0.003929906,YEAST,1,experimental,20,1267.4,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every activist certainly should have claimed the compensation, suggests The Sun.",21.016666666666666,2
27,1,914.6999999999999,1,4,56,UNREL,AFTER-V,DNP,4.054597373,7,Chrome,3.463204461,0.239131041,CADET,1,experimental,1,850.7,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the surgeon certainly should have undertaken the training, reports The Telegraph.",21.016666666666666,2
27,1,905.5999999999999,0,4,60,NONCE,AFTER-V,QNP,3.506495478,6,Chrome,NA,NA,DWEED,0,experimental,52,1217.6,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every brewer clearly should have warned the supplier, says The Times.",21.016666666666666,2
27,1,886.9,1,4,63,REL,AFTER-VP,DNP,3.827345184,7,Chrome,4.538804727,0.356322599,SMILE,1,experimental,53,1417.5,DNP-REL-AFTER-VP,Win32,"Given the change in the law, the dentist certainly should have asked the question, says The Independent.",21.016666666666666,2
27,1,867.6,1,4,64,NONCE,AFTER-VP,DNP,2.459390987,7,Chrome,NA,NA,LERTH,1,experimental,57,1283.8,DNP-NONCE-AFTER-VP,Win32,"Given the change in the law, the milkman certainly should have involved the union, says The BBC.",21.016666666666666,2
27,1,1077.1,0,4,66,UNREL,AFTER-VP,QNP,3.603458685,5,Chrome,3.789496554,0.02763056,SEWER,0,experimental,8,1367.6999999999998,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every boxer clearly should have informed the association, reports The Sun.",21.016666666666666,2
27,1,1753.7,1,4,70,NONCE,AFTER-VP,DNP,4.528661332,8,Chrome,NA,NA,SPAMP,1,experimental,33,1184.3,DNP-NONCE-AFTER-VP,Win32,"Given the change in the law, the engineer obviously should have forseen the issue, claims The BBC.",21.016666666666666,2
27,1,2370.2999999999997,0,4,71,UNREL,AFTER-V,QNP,3.485497116,5,Chrome,4.06414926,0.039538417,PASTE,0,experimental,26,833.9,QNP-UNREL-AFTER-V,Win32,"Given the change in the law, every vicar certainly should have obeyed the decision, claims The Sun.",21.016666666666666,2
27,1,868.1999999999999,0,4,76,UNREL,AFTER-VP,QNP,4.438372257,6,Chrome,3.939753275,0.081929196,FROST,0,experimental,56,1467.6,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every singer clearly should have sued the organiser, says The Sun.",21.016666666666666,2
27,1,852.8,0,4,80,UNREL,AFTER-VP,QNP,4.189108375,6,Chrome,3.64832932,0.138065285,JELLY,0,experimental,32,1384.3000000000002,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every farmer definitely should have condemned the behaviour, claims The Sun.",21.016666666666666,2
27,1,1001.5,1,4,81,NONCE,AFTER-VP,QNP,5.075778593,7,Chrome,NA,NA,TIRTH,1,experimental,10,1184,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every manager obviously should have refuted the rise, reports The Times.",21.016666666666666,2
27,1,725.4000000000001,0,4,82,REL,AFTER-VP,DNP,3.590390365,7,Chrome,3.975196615,0.581803613,BACON,0,experimental,17,1134,DNP-REL-AFTER-VP,Win32,"Given the change in the law, the butcher definitely should have retained the receipt, suggests The Independent.",21.016666666666666,2
27,1,3524.7000000000003,0,4,83,NONCE,AFTER-V,QNP,3.734240866,10,Chrome,NA,NA,SPIFT,0,experimental,4,800.6999999999999,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every accountant clearly should have disclosed the information, reports The Times.",21.016666666666666,2
